timestamp,Robin_education_Julius,Robin_education_Billi,Moose_education_Ricardo,Robin_office_Maryann,Robin_office_Antonina,is_weekend
2016-08-04 04:00:00,230.6,18.7,233.2807,228.8,409.2,0
2016-08-04 05:00:00,276.8,26.6,247.6808,249.1,418.7,0
2016-08-04 06:00:00,296.6,31.3,293.2808,250.3,459.2,0
2016-08-04 07:00:00,370.6,40.5,322.0808,262.5,476.4,0
2016-08-04 08:00:00,441.8,52.6,346.0808,281.6,517.7,0
2016-08-04 09:00:00,488.2,63.3,353.7614,293.2,551.3,0
2016-08-04 10:00:00,485.6,66.5,352.3197,308.0,583.5,0
2016-08-04 11:00:00,502.0,70.2,348.0003,309.2,582.1,0
2016-08-04 12:00:00,490.8,66.5,358.5614,308.0,600.9,0
2016-08-04 13:00:00,488.2,67.4,357.1197,314.8,614.7,0
2016-08-04 14:00:00,493.2,70.4,350.8808,310.8,586.4,0
2016-08-04 15:00:00,476.2,63.7,348.0003,317.2,585.8,0
2016-08-04 16:00:00,451.8,59.7,331.6808,297.1,566.3,0
2016-08-04 17:00:00,411.8,49.3,291.3613,272.4,524.3,0
2016-08-04 18:00:00,342.2,35.3,269.7613,244.4,491.8,0
2016-08-04 19:00:00,295.8,33.8,252.9613,236.2,464.1,0
2016-08-04 20:00:00,247.4,23.1,239.0391,230.3,445.7,0
2016-08-04 21:00:00,227.2,18.5,227.5196,224.6,431.6,0
2016-08-04 22:00:00,224.4,20.6,214.5613,219.7,411.6,0
2016-08-04 23:00:00,223.6,23.1,209.2807,215.0,392.5,0
2016-08-05 00:00:00,237.8,20.7,207.8391,211.3,391.1,0
2016-08-05 01:00:00,227.8,19.6,205.9196,212.5,392.6,0
2016-08-05 02:00:00,228.4,20.0,212.6391,212.3,390.1,0
2016-08-05 03:00:00,224.4,20.3,221.7613,214.9,391.9,0
2016-08-05 04:00:00,233.2,18.6,245.7613,222.5,396.1,0
2016-08-05 05:00:00,272.0,28.3,266.4002,244.8,427.2,0
2016-08-05 06:00:00,294.8,29.3,298.0808,244.0,450.0,0
2016-08-05 07:00:00,349.0,38.8,317.7614,264.2,469.2,0
2016-08-05 08:00:00,382.4,51.3,340.3197,283.0,501.2,0
2016-08-05 09:00:00,430.6,65.1,347.5197,302.9,542.7,0
2016-08-05 10:00:00,436.2,64.0,353.2808,318.7,563.2,0
2016-08-05 11:00:00,467.2,65.6,351.3614,320.9,570.3,0
2016-08-05 12:00:00,463.6,68.6,353.7614,318.7,580.4,0
2016-08-05 13:00:00,454.6,62.0,360.4808,321.3,589.9,0
2016-08-05 14:00:00,459.6,64.9,352.3197,318.1,586.8,0
2016-08-05 15:00:00,459.0,61.0,340.3197,312.2,581.6,0
2016-08-05 16:00:00,451.0,61.4,324.4808,290.8,550.4,0
2016-08-05 17:00:00,415.2,43.7,278.4002,268.1,517.2,0
2016-08-05 18:00:00,348.0,29.8,259.2002,244.0,489.5,0
2016-08-05 19:00:00,298.0,27.0,240.4807,237.7,462.6,0
2016-08-05 20:00:00,262.2,19.8,225.6002,224.2,440.9,0
2016-08-05 21:00:00,245.4,17.3,219.8391,218.4,425.0,0
2016-08-05 22:00:00,239.2,20.8,221.2807,216.4,406.8,0
2016-08-05 23:00:00,241.4,22.8,219.8391,215.7,388.3,0
2016-08-06 00:00:00,252.2,18.4,220.3196,214.4,385.7,1
2016-08-06 01:00:00,254.0,19.0,220.3196,210.4,384.6,1
2016-08-06 02:00:00,259.6,19.1,218.8807,214.2,383.8,1
2016-08-06 03:00:00,259.2,19.4,220.8002,211.5,382.2,1
2016-08-06 04:00:00,260.0,16.6,227.5196,211.4,375.7,1
2016-08-06 05:00:00,264.8,16.0,227.5196,208.1,385.1,1
2016-08-06 06:00:00,269.2,16.2,237.1196,210.5,398.2,1
2016-08-06 07:00:00,279.0,17.0,231.3613,217.3,400.6,1
2016-08-06 08:00:00,291.2,17.0,228.9613,214.1,412.9,1
2016-08-06 09:00:00,294.8,22.0,231.3613,220.0,427.4,1
2016-08-06 10:00:00,304.4,26.0,231.8391,223.1,435.3,1
2016-08-06 11:00:00,300.2,28.8,230.8807,221.2,440.7,1
2016-08-06 12:00:00,293.2,30.3,230.4002,228.9,454.5,1
2016-08-06 13:00:00,300.2,30.3,232.8002,232.0,464.5,1
2016-08-06 14:00:00,303.4,28.5,233.2807,230.2,476.6,1
2016-08-06 15:00:00,307.4,27.5,234.2391,229.7,482.1,1
2016-08-06 16:00:00,308.4,27.8,238.0807,231.4,484.8,1
2016-08-06 17:00:00,309.0,26.2,236.6391,230.2,472.3,1
2016-08-06 18:00:00,308.2,22.9,235.6807,225.1,450.7,1
2016-08-06 19:00:00,287.6,20.9,232.8002,224.2,438.3,1
2016-08-06 20:00:00,271.0,19.9,226.5613,220.6,420.4,1
2016-08-06 21:00:00,267.2,18.0,218.8807,211.0,397.9,1
2016-08-06 22:00:00,261.2,19.0,219.3613,215.8,399.5,1
2016-08-06 23:00:00,258.8,21.0,219.3613,216.3,390.5,1
2016-08-07 00:00:00,242.8,17.8,217.9196,217.5,390.1,1
2016-08-07 01:00:00,255.8,18.0,218.8807,211.7,397.3,1
2016-08-07 02:00:00,257.8,18.0,218.4002,211.6,399.8,1
2016-08-07 03:00:00,255.0,17.3,217.9196,216.9,398.0,1
2016-08-07 04:00:00,257.0,17.5,216.0002,216.4,401.3,1
2016-08-07 05:00:00,260.2,17.8,218.4002,215.1,402.4,1
2016-08-07 06:00:00,261.8,17.1,216.0002,212.6,407.9,1
2016-08-07 07:00:00,278.4,17.3,223.2002,216.3,423.5,1
2016-08-07 08:00:00,288.2,17.6,221.7613,213.2,444.7,1
2016-08-07 09:00:00,288.4,21.1,220.3196,220.0,462.2,1
2016-08-07 10:00:00,298.4,22.2,219.8391,218.4,471.8,1
2016-08-07 11:00:00,297.2,21.8,220.8002,222.5,485.4,1
2016-08-07 12:00:00,309.2,21.0,219.3613,222.6,472.8,1
2016-08-07 13:00:00,311.6,19.9,220.3196,228.3,446.6,1
2016-08-07 14:00:00,312.6,20.2,221.2807,229.9,444.6,1
2016-08-07 15:00:00,311.6,19.6,231.3613,226.4,444.8,1
2016-08-07 16:00:00,315.6,19.2,227.0391,226.5,444.9,1
2016-08-07 17:00:00,315.6,18.1,228.9613,227.6,438.1,1
2016-08-07 18:00:00,311.2,18.4,229.9196,221.5,453.5,1
2016-08-07 19:00:00,292.4,17.4,224.1613,222.9,444.0,1
2016-08-07 20:00:00,272.6,18.0,219.3613,217.0,417.4,1
2016-08-07 21:00:00,267.0,18.0,216.4807,217.1,402.2,1
2016-08-07 22:00:00,257.4,19.2,217.4391,210.9,395.2,1
2016-08-07 23:00:00,242.0,19.0,218.4002,216.5,383.3,1
2016-08-08 00:00:00,230.0,19.9,220.8002,232.4,382.9,0
2016-08-08 01:00:00,234.4,17.1,218.4002,225.5,387.8,0
2016-08-08 02:00:00,234.2,16.5,218.8807,228.4,383.6,0
2016-08-08 03:00:00,236.0,16.8,217.9196,229.3,387.5,0
2016-08-08 04:00:00,239.4,18.6,225.1196,233.5,396.4,0
2016-08-08 05:00:00,287.8,26.2,244.3196,257.8,406.7,0
2016-08-08 06:00:00,299.2,33.4,282.7197,263.7,432.2,0
2016-08-08 07:00:00,336.0,40.5,314.4003,282.9,462.2,0
2016-08-08 08:00:00,414.6,52.7,333.1197,305.9,488.2,0
2016-08-08 09:00:00,471.6,66.3,342.2392,323.0,531.7,0
2016-08-08 10:00:00,478.0,62.7,343.6808,331.5,556.5,0
2016-08-08 11:00:00,483.6,63.9,347.5197,337.7,571.6,0
2016-08-08 12:00:00,487.2,62.3,353.2808,335.7,564.4,0
2016-08-08 13:00:00,477.2,61.1,349.4392,333.6,571.0,0
2016-08-08 14:00:00,469.0,65.1,343.2003,339.1,546.5,0
2016-08-08 15:00:00,466.0,63.3,332.1614,329.8,540.8,0
2016-08-08 16:00:00,446.6,58.4,323.0391,309.8,545.8,0
2016-08-08 17:00:00,407.6,48.8,294.7197,286.3,502.1,0
2016-08-08 18:00:00,325.0,35.1,277.4391,270.4,477.5,0
2016-08-08 19:00:00,280.6,31.3,259.6808,258.2,454.5,0
2016-08-08 20:00:00,250.6,23.8,232.8002,253.5,429.8,0
2016-08-08 21:00:00,239.0,22.4,219.3613,249.0,409.6,0
2016-08-08 22:00:00,231.6,23.1,219.3613,245.3,407.3,0
2016-08-08 23:00:00,227.2,23.6,220.8002,240.4,386.0,0
2016-08-09 00:00:00,229.0,23.2,219.3613,238.4,379.4,0
2016-08-09 01:00:00,226.8,20.0,218.4002,238.8,378.4,0
2016-08-09 02:00:00,228.0,19.4,220.8002,237.4,373.1,0
2016-08-09 03:00:00,229.0,19.9,216.0002,236.5,374.3,0
2016-08-09 04:00:00,237.6,18.6,225.6002,242.6,382.9,0
2016-08-09 05:00:00,287.4,22.2,240.4807,259.3,392.8,0
2016-08-09 06:00:00,308.8,32.6,288.4808,265.1,431.9,0
2016-08-09 07:00:00,352.2,38.7,313.4391,276.5,454.3,0
2016-08-09 08:00:00,379.6,51.0,342.2392,304.5,490.1,0
2016-08-09 09:00:00,457.8,62.2,338.8808,316.5,534.6,0
2016-08-09 10:00:00,478.2,63.2,350.8808,335.9,560.9,0
2016-08-09 11:00:00,498.4,64.7,356.1614,334.9,555.2,0
2016-08-09 12:00:00,493.6,62.9,368.6392,332.4,557.0,0
2016-08-09 13:00:00,483.0,66.5,342.2392,330.0,554.8,0
2016-08-09 14:00:00,481.0,63.3,343.6808,330.4,563.3,0
2016-08-09 15:00:00,475.6,63.0,332.1614,328.7,548.2,0
2016-08-09 16:00:00,453.6,58.0,321.1197,316.4,520.2,0
2016-08-09 17:00:00,413.8,46.7,297.1197,290.4,489.1,0
2016-08-09 18:00:00,336.0,34.3,285.6002,268.0,464.2,0
2016-08-09 19:00:00,295.8,29.4,271.6808,259.7,450.5,0
2016-08-09 20:00:00,256.2,22.9,266.8808,251.3,419.9,0
2016-08-09 21:00:00,242.8,21.9,263.0391,249.6,409.0,0
2016-08-09 22:00:00,235.8,23.4,263.5197,242.1,392.0,0
2016-08-09 23:00:00,232.4,20.8,257.7613,240.0,374.5,0
2016-08-10 00:00:00,230.6,22.4,261.6002,233.3,379.7,0
2016-08-10 01:00:00,237.8,20.1,260.6391,238.7,361.5,0
2016-08-10 02:00:00,232.2,19.1,260.6391,236.8,365.4,0
2016-08-10 03:00:00,233.6,19.3,260.1613,239.5,360.0,0
2016-08-10 04:00:00,237.8,18.1,267.3613,246.5,367.5,0
2016-08-10 05:00:00,293.8,26.3,277.4391,261.6,383.5,0
2016-08-10 06:00:00,305.8,31.6,312.0002,266.5,431.3,0
2016-08-10 07:00:00,347.6,40.7,335.5197,281.4,449.2,0
2016-08-10 08:00:00,421.6,52.3,351.3614,297.1,485.7,0
2016-08-10 09:00:00,483.0,60.1,349.4392,309.9,526.3,0
2016-08-10 10:00:00,472.2,69.3,353.7614,318.3,545.7,0
2016-08-10 11:00:00,484.2,65.1,355.6808,323.4,545.6,0
2016-08-10 12:00:00,478.0,63.4,357.6003,321.5,547.1,0
2016-08-10 13:00:00,466.4,60.5,353.7614,315.7,549.4,0
2016-08-10 14:00:00,471.0,60.2,351.8392,318.1,548.7,0
2016-08-10 15:00:00,464.8,60.0,346.0808,321.0,532.3,0
2016-08-10 16:00:00,451.8,58.0,334.5614,315.0,509.4,0
2016-08-10 17:00:00,410.6,46.6,312.0002,280.5,484.2,0
2016-08-10 18:00:00,338.6,33.3,290.4002,267.2,463.2,0
2016-08-10 19:00:00,291.0,28.8,285.1197,255.7,439.1,0
2016-08-10 20:00:00,253.0,23.4,279.8391,247.5,418.2,0
2016-08-10 21:00:00,246.8,21.2,279.8391,244.0,408.6,0
2016-08-10 22:00:00,233.6,20.8,277.9197,231.7,388.6,0
2016-08-10 23:00:00,230.4,21.6,273.1197,229.5,386.8,0
2016-08-11 00:00:00,232.6,20.7,272.6391,227.5,391.1,0
2016-08-11 01:00:00,227.6,19.0,274.5613,231.3,388.2,0
2016-08-11 02:00:00,228.6,18.9,271.6808,232.6,375.8,0
2016-08-11 03:00:00,229.0,19.2,270.2391,237.1,389.9,0
2016-08-11 04:00:00,232.0,17.8,276.9613,240.1,392.7,0
2016-08-11 05:00:00,284.4,26.4,281.2808,261.6,410.2,0
2016-08-11 06:00:00,298.8,38.6,313.9197,266.1,436.0,0
2016-08-11 07:00:00,345.8,42.0,331.2003,276.1,470.3,0
2016-08-11 08:00:00,377.6,52.6,350.8808,304.9,502.0,0
2016-08-11 09:00:00,416.2,60.8,349.4392,319.9,546.1,0
2016-08-11 10:00:00,420.4,65.6,355.2003,321.1,552.2,0
2016-08-11 11:00:00,430.0,63.7,357.6003,335.1,562.7,0
2016-08-11 12:00:00,424.4,62.9,364.3197,325.4,570.4,0
2016-08-11 13:00:00,418.8,72.7,360.9614,332.4,575.9,0
2016-08-11 14:00:00,415.0,65.7,360.4808,334.9,598.2,0
2016-08-11 15:00:00,418.2,65.7,341.2808,327.4,590.7,0
2016-08-11 16:00:00,404.0,59.5,336.4808,307.2,553.9,0
2016-08-11 17:00:00,375.2,48.0,312.4808,286.9,522.0,0
2016-08-11 18:00:00,342.2,35.5,298.5613,263.9,493.3,0
2016-08-11 19:00:00,295.8,31.6,289.4391,246.6,472.8,0
2016-08-11 20:00:00,261.0,23.9,283.2002,241.4,455.6,0
2016-08-11 21:00:00,250.6,18.8,278.8808,240.0,442.0,0
2016-08-11 22:00:00,239.6,20.8,277.4391,232.4,417.7,0
2016-08-11 23:00:00,235.2,24.0,274.5613,232.7,396.3,0
2016-08-12 00:00:00,243.4,23.6,270.7197,231.7,388.3,0
2016-08-12 01:00:00,233.4,21.2,271.6808,226.5,392.4,0
2016-08-12 02:00:00,234.0,20.5,269.7613,224.6,390.9,0
2016-08-12 03:00:00,229.8,19.7,268.3197,224.7,388.1,0
2016-08-12 04:00:00,236.6,19.5,273.6002,231.2,397.8,0
2016-08-12 05:00:00,291.8,27.8,289.9197,254.5,427.5,0
2016-08-12 06:00:00,292.8,30.4,312.0002,256.5,442.8,0
2016-08-12 07:00:00,347.4,40.7,342.2392,283.3,468.8,0
2016-08-12 08:00:00,429.6,50.3,355.2003,303.2,505.3,0
2016-08-12 09:00:00,477.0,64.5,355.6808,321.8,560.1,0
2016-08-12 10:00:00,470.2,61.9,340.3197,335.7,583.0,0
2016-08-12 11:00:00,482.8,64.0,362.4003,342.2,584.5,0
2016-08-12 12:00:00,481.6,64.0,371.5197,343.5,598.2,0
2016-08-12 13:00:00,474.6,67.5,365.2808,329.8,596.4,0
2016-08-12 14:00:00,477.0,67.1,350.4003,332.9,590.9,0
2016-08-12 15:00:00,476.0,62.4,340.3197,331.5,592.9,0
2016-08-12 16:00:00,456.4,63.9,322.0808,316.8,579.9,0
2016-08-12 17:00:00,415.0,49.5,292.3197,293.7,549.1,0
2016-08-12 18:00:00,342.8,30.3,276.4808,274.5,502.2,0
2016-08-12 19:00:00,306.0,28.3,270.7197,259.5,474.8,0
2016-08-12 20:00:00,260.2,21.6,270.2391,252.1,431.1,0
2016-08-12 21:00:00,247.0,19.5,267.8391,233.0,417.2,0
2016-08-12 22:00:00,239.6,22.0,267.3613,233.0,400.4,0
2016-08-12 23:00:00,245.0,22.9,264.4808,228.7,379.9,0
2016-08-13 00:00:00,253.0,19.6,264.4808,229.7,386.3,1
2016-08-13 01:00:00,250.0,20.3,263.5197,231.0,379.5,1
2016-08-13 02:00:00,250.2,20.2,263.0391,228.6,371.9,1
2016-08-13 03:00:00,251.4,20.6,264.4808,230.1,380.9,1
2016-08-13 04:00:00,252.2,17.9,264.9613,229.5,374.7,1
2016-08-13 05:00:00,257.4,17.4,264.4808,225.2,380.7,1
2016-08-13 06:00:00,263.6,17.2,263.5197,223.6,390.0,1
2016-08-13 07:00:00,274.0,17.9,262.0808,225.6,400.9,1
2016-08-13 08:00:00,282.8,20.7,256.3196,238.3,407.7,1
2016-08-13 09:00:00,293.6,23.4,244.8002,237.0,420.3,1
2016-08-13 10:00:00,289.2,27.5,240.9613,244.2,425.2,1
2016-08-13 11:00:00,293.8,30.4,242.8807,240.5,438.9,1
2016-08-13 12:00:00,305.4,29.2,240.9613,252.6,443.9,1
2016-08-13 13:00:00,301.4,27.7,240.9613,251.2,460.5,1
2016-08-13 14:00:00,306.2,27.6,243.3613,248.2,470.5,1
2016-08-13 15:00:00,301.6,28.8,245.7613,244.4,481.9,1
2016-08-13 16:00:00,305.4,27.3,245.7613,242.3,473.6,1
2016-08-13 17:00:00,306.0,29.0,245.2808,238.3,461.3,1
2016-08-13 18:00:00,306.0,24.2,246.2391,237.2,446.7,1
2016-08-13 19:00:00,288.6,23.3,247.6808,237.1,444.2,1
2016-08-13 20:00:00,272.6,21.8,248.6391,234.1,426.2,1
2016-08-13 21:00:00,266.2,19.2,245.7613,229.5,410.4,1
2016-08-13 22:00:00,257.2,21.5,248.6391,222.5,400.3,1
2016-08-13 23:00:00,258.2,21.6,252.0002,228.7,383.4,1
2016-08-14 00:00:00,245.6,17.5,246.7196,217.6,391.0,1
2016-08-14 01:00:00,257.0,19.8,248.6391,225.0,388.6,1
2016-08-14 02:00:00,255.8,19.6,249.1196,226.0,386.4,1
2016-08-14 03:00:00,256.0,17.9,249.6002,228.2,375.4,1
2016-08-14 04:00:00,254.4,17.9,247.6808,222.2,375.7,1
2016-08-14 05:00:00,261.8,16.9,240.0002,218.7,380.9,1
2016-08-14 06:00:00,263.0,16.5,241.9196,219.7,393.9,1
2016-08-14 07:00:00,271.2,17.8,241.9196,221.0,392.2,1
2016-08-14 08:00:00,280.6,16.9,245.2808,229.0,405.0,1
2016-08-14 09:00:00,288.0,17.3,244.8002,221.0,423.8,1
2016-08-14 10:00:00,289.2,22.5,242.8807,223.0,422.1,1
2016-08-14 11:00:00,288.2,21.5,246.2391,227.2,431.4,1
2016-08-14 12:00:00,292.0,24.2,245.7613,229.4,437.0,1
2016-08-14 13:00:00,288.4,24.4,244.8002,230.0,440.0,1
2016-08-14 14:00:00,297.6,24.2,245.2808,236.5,446.7,1
2016-08-14 15:00:00,298.4,22.4,244.8002,229.8,462.7,1
2016-08-14 16:00:00,300.0,21.0,242.4002,230.6,470.6,1
2016-08-14 17:00:00,303.8,20.3,240.4807,230.1,454.8,1
2016-08-14 18:00:00,299.0,21.3,240.9613,227.1,444.3,1
2016-08-14 19:00:00,284.0,21.7,240.4807,223.9,430.7,1
2016-08-14 20:00:00,255.8,19.8,241.9196,224.1,410.7,1
2016-08-14 21:00:00,255.2,18.2,243.8391,222.8,407.0,1
2016-08-14 22:00:00,257.4,19.7,242.8807,219.7,402.6,1
2016-08-14 23:00:00,244.0,19.8,241.9196,212.6,383.5,1
2016-08-15 00:00:00,233.4,19.5,241.4391,208.2,384.9,0
2016-08-15 01:00:00,239.0,19.6,239.0391,204.3,389.7,0
2016-08-15 02:00:00,234.0,17.1,239.0391,201.0,388.0,0
2016-08-15 03:00:00,235.0,16.6,239.0391,200.7,384.5,0
2016-08-15 04:00:00,240.0,19.9,245.7613,208.4,388.7,0
2016-08-15 05:00:00,268.6,28.8,268.3197,227.0,403.3,0
2016-08-15 06:00:00,289.8,36.8,263.0391,240.0,436.6,0
2016-08-15 07:00:00,360.6,40.3,325.4391,254.3,463.8,0
2016-08-15 08:00:00,417.8,51.4,336.4808,278.5,498.8,0
2016-08-15 09:00:00,466.4,58.2,339.3614,296.5,534.6,0
2016-08-15 10:00:00,465.2,63.6,345.1197,300.9,553.7,0
2016-08-15 11:00:00,461.2,66.4,343.6808,300.0,560.0,0
2016-08-15 12:00:00,464.4,65.7,344.6392,304.4,577.3,0
2016-08-15 13:00:00,462.4,64.6,350.4003,308.3,578.9,0
2016-08-15 14:00:00,462.8,62.6,340.8003,310.4,589.8,0
2016-08-15 15:00:00,452.2,62.8,325.4391,303.5,579.5,0
2016-08-15 16:00:00,444.6,61.9,316.3197,294.8,551.2,0
2016-08-15 17:00:00,406.6,49.0,278.4002,267.8,507.4,0
2016-08-15 18:00:00,333.8,35.0,256.8002,243.5,472.8,0
2016-08-15 19:00:00,293.8,29.3,255.3613,231.5,454.7,0
2016-08-15 20:00:00,255.4,21.5,278.4002,223.7,422.2,0
2016-08-15 21:00:00,249.6,18.7,300.0002,219.7,406.5,0
2016-08-15 22:00:00,240.4,21.5,307.2002,216.9,398.0,0
2016-08-15 23:00:00,236.8,24.4,310.5614,220.3,380.1,0
2016-08-16 00:00:00,226.6,21.8,309.6002,217.8,383.3,0
2016-08-16 01:00:00,234.2,20.1,307.6808,217.4,380.8,0
2016-08-16 02:00:00,231.4,20.1,306.2391,213.4,380.3,0
2016-08-16 03:00:00,233.0,19.9,309.1197,210.2,367.6,0
2016-08-16 04:00:00,239.0,19.5,321.6003,221.1,373.9,0
2016-08-16 05:00:00,280.6,26.5,335.5197,244.3,400.5,0
2016-08-16 06:00:00,291.6,36.2,362.4003,244.6,432.0,0
2016-08-16 07:00:00,343.8,44.0,388.8003,263.8,453.3,0
2016-08-16 08:00:00,408.6,52.6,396.4809,283.3,497.2,0
2016-08-16 09:00:00,453.2,63.9,372.0003,299.0,542.8,0
2016-08-16 10:00:00,456.6,66.6,367.6808,300.9,558.6,0
2016-08-16 11:00:00,460.4,67.7,363.8392,314.5,580.2,0
2016-08-16 12:00:00,451.8,65.2,363.8392,315.2,589.3,0
2016-08-16 13:00:00,445.4,62.9,360.4808,311.5,593.9,0
2016-08-16 14:00:00,453.2,64.6,351.8392,311.4,588.6,0
2016-08-16 15:00:00,445.0,75.3,341.7614,294.3,581.8,0
2016-08-16 16:00:00,428.6,66.9,316.3197,278.6,554.3,0
2016-08-16 17:00:00,399.2,50.8,285.1197,255.3,506.6,0
2016-08-16 18:00:00,325.6,37.1,269.7613,237.2,479.8,0
2016-08-16 19:00:00,280.2,31.7,256.8002,228.2,455.5,0
2016-08-16 20:00:00,239.2,22.2,253.9196,223.2,428.1,0
2016-08-16 21:00:00,228.0,20.0,256.8002,221.7,411.5,0
2016-08-16 22:00:00,224.8,22.1,258.7197,218.0,398.6,0
2016-08-16 23:00:00,222.0,21.7,251.5196,217.6,381.3,0
2016-08-17 00:00:00,223.8,22.0,251.0391,220.3,387.6,0
2016-08-17 01:00:00,219.4,20.2,252.4808,217.9,379.1,0
2016-08-17 02:00:00,221.6,20.1,257.2808,214.7,374.8,0
2016-08-17 03:00:00,220.8,19.8,262.5613,216.2,368.1,0
2016-08-17 04:00:00,225.4,19.6,270.2391,218.9,384.2,0
2016-08-17 05:00:00,268.2,28.0,282.7197,239.0,408.3,0
2016-08-17 06:00:00,287.8,35.9,307.2002,248.2,441.4,0
2016-08-17 07:00:00,357.6,42.6,346.0808,258.6,469.9,0
2016-08-17 08:00:00,406.2,54.0,360.4808,283.8,518.4,0
2016-08-17 09:00:00,453.8,66.1,369.1197,306.1,561.4,0
2016-08-17 10:00:00,453.2,65.4,370.0809,317.2,572.6,0
2016-08-17 11:00:00,457.8,71.4,371.5197,321.0,591.6,0
2016-08-17 12:00:00,457.0,72.7,368.6392,325.2,589.8,0
2016-08-17 13:00:00,455.2,70.4,365.2808,320.2,598.3,0
2016-08-17 14:00:00,459.8,73.9,362.8808,327.0,582.5,0
2016-08-17 15:00:00,458.2,71.7,347.0392,319.5,589.5,0
2016-08-17 16:00:00,444.8,70.5,337.4392,306.2,561.2,0
2016-08-17 17:00:00,407.4,52.9,299.0391,281.7,523.6,0
2016-08-17 18:00:00,335.0,34.4,288.4808,260.6,488.0,0
2016-08-17 19:00:00,288.8,28.6,277.4391,249.8,460.9,0
2016-08-17 20:00:00,251.8,22.6,271.6808,236.0,450.2,0
2016-08-17 21:00:00,232.4,21.0,270.7197,231.7,427.8,0
2016-08-17 22:00:00,224.8,22.2,270.2391,228.3,412.3,0
2016-08-17 23:00:00,227.0,21.2,265.4391,227.1,393.4,0
2016-08-18 00:00:00,229.2,21.5,264.4808,221.8,397.7,0
2016-08-18 01:00:00,223.6,19.8,264.9613,222.7,384.0,0
2016-08-18 02:00:00,223.8,20.1,265.4391,224.4,396.2,0
2016-08-18 03:00:00,223.0,20.1,268.3197,225.8,395.6,0
2016-08-18 04:00:00,229.8,19.2,282.7197,233.2,406.4,0
2016-08-18 05:00:00,272.4,27.0,291.3613,251.2,418.5,0
2016-08-18 06:00:00,285.8,33.0,312.9614,251.6,445.2,0
2016-08-18 07:00:00,363.6,40.2,338.8808,272.6,471.5,0
2016-08-18 08:00:00,408.6,50.3,364.3197,295.3,506.2,0
2016-08-18 09:00:00,454.8,58.5,374.4003,308.1,548.0,0
2016-08-18 10:00:00,457.8,70.1,375.3614,314.9,576.9,0
2016-08-18 11:00:00,453.4,69.4,376.3197,311.5,606.7,0
2016-08-18 12:00:00,453.4,72.4,371.5197,309.9,602.4,0
2016-08-18 13:00:00,459.0,73.0,372.0003,310.2,600.4,0
2016-08-18 14:00:00,458.0,72.0,362.4003,311.0,611.7,0
2016-08-18 15:00:00,456.0,69.6,349.4392,313.7,592.8,0
2016-08-18 16:00:00,446.8,65.0,336.9614,295.4,564.4,0
2016-08-18 17:00:00,401.6,48.9,315.3614,278.6,520.9,0
2016-08-18 18:00:00,327.6,32.6,294.7197,259.0,482.2,0
2016-08-18 19:00:00,296.6,29.2,275.5197,246.0,459.7,0
2016-08-18 20:00:00,252.8,20.2,269.2808,231.5,444.8,0
2016-08-18 21:00:00,242.4,17.7,264.0002,226.4,423.9,0
2016-08-18 22:00:00,237.4,21.9,263.5197,221.2,410.1,0
2016-08-18 23:00:00,237.4,20.6,258.7197,225.3,403.0,0
2016-08-19 00:00:00,236.0,20.0,259.6808,214.0,386.3,0
2016-08-19 01:00:00,231.8,18.8,261.1197,217.0,383.5,0
2016-08-19 02:00:00,228.0,19.0,256.8002,219.2,386.0,0
2016-08-19 03:00:00,229.0,19.3,260.1613,219.6,381.4,0
2016-08-19 04:00:00,236.2,18.5,273.1197,226.0,401.9,0
2016-08-19 05:00:00,278.4,23.2,285.1197,251.7,422.4,0
2016-08-19 06:00:00,284.6,26.2,324.4808,252.5,444.8,0
2016-08-19 07:00:00,344.8,39.2,341.2808,266.5,471.5,0
2016-08-19 08:00:00,412.8,49.1,351.3614,285.3,509.1,0
2016-08-19 09:00:00,453.0,61.1,353.2808,301.5,545.0,0
2016-08-19 10:00:00,448.6,62.8,358.5614,304.6,573.1,0
2016-08-19 11:00:00,457.4,64.7,361.4392,312.4,584.7,0
2016-08-19 12:00:00,455.0,64.8,360.9614,306.1,574.3,0
2016-08-19 13:00:00,454.2,63.0,359.5197,303.0,580.7,0
2016-08-19 14:00:00,456.0,63.2,358.5614,298.5,581.0,0
2016-08-19 15:00:00,445.2,61.0,343.6808,289.9,551.3,0
2016-08-19 16:00:00,428.4,59.5,335.5197,272.8,521.7,0
2016-08-19 17:00:00,390.2,45.7,307.2002,254.5,487.7,0
2016-08-19 18:00:00,322.8,31.9,290.8808,235.6,464.2,0
2016-08-19 19:00:00,286.6,27.3,278.4002,220.6,440.2,0
2016-08-19 20:00:00,244.6,21.9,275.5197,218.5,417.9,0
2016-08-19 21:00:00,237.4,18.8,273.6002,212.3,408.1,0
2016-08-19 22:00:00,231.8,22.6,273.6002,205.2,394.9,0
2016-08-19 23:00:00,237.8,22.8,268.3197,205.0,383.9,0
2016-08-20 00:00:00,240.6,18.7,263.0391,203.9,378.4,1
2016-08-20 01:00:00,237.8,20.6,260.6391,203.9,382.8,1
2016-08-20 02:00:00,240.8,20.6,260.6391,206.9,375.3,1
2016-08-20 03:00:00,243.0,21.4,259.6808,211.5,378.8,1
2016-08-20 04:00:00,244.4,17.5,260.1613,206.4,374.1,1
2016-08-20 05:00:00,250.6,17.5,261.1197,203.8,377.0,1
2016-08-20 06:00:00,253.4,18.1,269.2808,203.7,385.1,1
